,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
8880,CENTRO OESTE,MATO GROSSO,2.738,2010-09-22,2010
8881,NORTE,AMAPA,2.8,2010-09-22,2010
8882,NORDESTE,SERGIPE,2.624,2010-09-29,2010
8883,NORDESTE,RIO GRANDE DO NORTE,2.672,2010-09-29,2010
8884,NORDESTE,PIAUI,2.477,2010-09-29,2010
8885,NORDESTE,PERNAMBUCO,2.608,2010-09-29,2010
8886,NORDESTE,CEARA,2.666,2010-09-29,2010
8887,NORDESTE,MARANHAO,2.592,2010-09-29,2010
8888,NORTE,ACRE,2.965,2010-09-29,2010
8889,NORDESTE,BAHIA,2.501,2010-09-29,2010
8890,NORDESTE,ALAGOAS,2.727,2010-09-29,2010
8891,NORDESTE,PARAIBA,2.469,2010-09-29,2010
8892,NORTE,AMAPA,2.799,2010-09-29,2010
8893,NORTE,PARA,2.743,2010-09-29,2010
8894,CENTRO OESTE,MATO GROSSO DO SUL,2.676,2010-09-29,2010
8895,NORTE,RONDONIA,2.779,2010-09-29,2010
8896,NORTE,RORAIMA,2.84,2010-09-29,2010
8897,NORTE,TOCANTINS,2.832,2010-09-29,2010
8898,SUDESTE,ESPIRITO SANTO,2.693,2010-09-29,2010
8899,SUDESTE,MINAS GERAIS,2.5,2010-09-29,2010
8900,SUDESTE,RIO DE JANEIRO,2.616,2010-09-29,2010
8901,SUDESTE,SAO PAULO,2.439,2010-09-29,2010
8902,SUL,PARANA,2.53,2010-09-29,2010
8903,SUL,RIO GRANDE DO SUL,2.604,2010-09-29,2010
8904,SUL,SANTA CATARINA,2.576,2010-09-29,2010
8905,NORTE,AMAZONAS,2.505,2010-09-29,2010
8906,CENTRO OESTE,MATO GROSSO,2.743,2010-09-29,2010
8907,CENTRO OESTE,DISTRITO FEDERAL,2.663,2010-09-29,2010
8908,CENTRO OESTE,GOIAS,2.508,2010-09-29,2010
8909,NORDESTE,BAHIA,2.501,2010-10-06,2010
8910,NORDESTE,ALAGOAS,2.715,2010-10-06,2010
8911,CENTRO OESTE,MATO GROSSO DO SUL,2.69,2010-10-06,2010
8912,CENTRO OESTE,MATO GROSSO,2.743,2010-10-06,2010
8913,CENTRO OESTE,GOIAS,2.55,2010-10-06,2010
8914,CENTRO OESTE,DISTRITO FEDERAL,2.663,2010-10-06,2010
8915,NORDESTE,CEARA,2.667,2010-10-06,2010
8916,NORDESTE,PARAIBA,2.46,2010-10-06,2010
8917,NORDESTE,MARANHAO,2.595,2010-10-06,2010
8918,NORDESTE,PIAUI,2.478,2010-10-06,2010
8919,NORDESTE,PERNAMBUCO,2.607,2010-10-06,2010
8920,NORTE,PARA,2.745,2010-10-06,2010
8921,SUL,SANTA CATARINA,2.572,2010-10-06,2010
8922,SUL,RIO GRANDE DO SUL,2.605,2010-10-06,2010
8923,SUL,PARANA,2.53,2010-10-06,2010
8924,SUDESTE,SAO PAULO,2.45,2010-10-06,2010
8925,SUDESTE,RIO DE JANEIRO,2.627,2010-10-06,2010
8926,SUDESTE,MINAS GERAIS,2.507,2010-10-06,2010
8927,SUDESTE,ESPIRITO SANTO,2.695,2010-10-06,2010
8928,NORTE,AMAZONAS,2.514,2010-10-06,2010
8929,NORTE,RORAIMA,2.839,2010-10-06,2010
8930,NORTE,RONDONIA,2.779,2010-10-06,2010
8931,NORDESTE,RIO GRANDE DO NORTE,2.678,2010-10-06,2010
8932,NORDESTE,SERGIPE,2.576,2010-10-06,2010
8933,NORTE,ACRE,2.97,2010-10-06,2010
8934,NORTE,AMAPA,2.799,2010-10-06,2010
8935,NORTE,TOCANTINS,2.832,2010-10-06,2010
8936,SUDESTE,ESPIRITO SANTO,2.693,2010-10-13,2010
8937,SUDESTE,MINAS GERAIS,2.524,2010-10-13,2010
8938,SUDESTE,RIO DE JANEIRO,2.638,2010-10-13,2010
8939,SUDESTE,SAO PAULO,2.473,2010-10-13,2010
8940,SUL,PARANA,2.553,2010-10-13,2010
8941,SUL,RIO GRANDE DO SUL,2.611,2010-10-13,2010
8942,NORTE,TOCANTINS,2.832,2010-10-13,2010
8943,SUL,SANTA CATARINA,2.603,2010-10-13,2010
8944,NORTE,RORAIMA,2.838,2010-10-13,2010
8945,NORTE,AMAZONAS,2.599,2010-10-13,2010
8946,NORTE,PARA,2.76,2010-10-13,2010
8947,NORTE,AMAPA,2.8,2010-10-13,2010
8948,NORTE,ACRE,2.973,2010-10-13,2010
8949,NORDESTE,SERGIPE,2.547,2010-10-13,2010
8950,NORDESTE,RIO GRANDE DO NORTE,2.675,2010-10-13,2010
8951,NORDESTE,PERNAMBUCO,2.595,2010-10-13,2010
8952,NORDESTE,PARAIBA,2.446,2010-10-13,2010
8953,NORDESTE,CEARA,2.668,2010-10-13,2010
8954,NORDESTE,BAHIA,2.753,2010-10-13,2010
8955,NORDESTE,ALAGOAS,2.701,2010-10-13,2010
8956,CENTRO OESTE,MATO GROSSO DO SUL,2.694,2010-10-13,2010
8957,CENTRO OESTE,GOIAS,2.636,2010-10-13,2010
8958,CENTRO OESTE,DISTRITO FEDERAL,2.663,2010-10-13,2010
8959,NORTE,RONDONIA,2.778,2010-10-13,2010
8960,NORDESTE,PIAUI,2.477,2010-10-13,2010
8961,CENTRO OESTE,MATO GROSSO,2.788,2010-10-13,2010
8962,NORDESTE,MARANHAO,2.584,2010-10-13,2010
8963,NORDESTE,PERNAMBUCO,2.596,2010-10-20,2010
8964,NORDESTE,PARAIBA,2.444,2010-10-20,2010
8965,NORDESTE,MARANHAO,2.591,2010-10-20,2010
8966,NORDESTE,CEARA,2.666,2010-10-20,2010
8967,NORDESTE,BAHIA,2.761,2010-10-20,2010
8968,NORDESTE,ALAGOAS,2.69,2010-10-20,2010
8969,CENTRO OESTE,MATO GROSSO DO SUL,2.684,2010-10-20,2010
8970,CENTRO OESTE,MATO GROSSO,2.796,2010-10-20,2010
8971,CENTRO OESTE,GOIAS,2.638,2010-10-20,2010
8972,NORDESTE,PIAUI,2.525,2010-10-20,2010
8973,CENTRO OESTE,DISTRITO FEDERAL,2.763,2010-10-20,2010
8974,NORDESTE,RIO GRANDE DO NORTE,2.679,2010-10-20,2010
8975,NORDESTE,SERGIPE,2.642,2010-10-20,2010
8976,NORTE,ACRE,2.976,2010-10-20,2010
8977,NORTE,AMAPA,2.8,2010-10-20,2010
8978,NORTE,AMAZONAS,2.558,2010-10-20,2010
8979,NORTE,PARA,2.769,2010-10-20,2010
8980,NORTE,RORAIMA,2.84,2010-10-20,2010
8981,NORTE,TOCANTINS,2.832,2010-10-20,2010
8982,SUDESTE,ESPIRITO SANTO,2.697,2010-10-20,2010
8983,SUDESTE,MINAS GERAIS,2.523,2010-10-20,2010
8984,SUDESTE,RIO DE JANEIRO,2.639,2010-10-20,2010
8985,SUDESTE,SAO PAULO,2.469,2010-10-20,2010
8986,SUL,PARANA,2.548,2010-10-20,2010
8987,SUL,RIO GRANDE DO SUL,2.622,2010-10-20,2010
8988,SUL,SANTA CATARINA,2.619,2010-10-20,2010
8989,NORTE,RONDONIA,2.844,2010-10-20,2010
8990,CENTRO OESTE,DISTRITO FEDERAL,2.761,2010-10-27,2010
8991,CENTRO OESTE,GOIAS,2.667,2010-10-27,2010
8992,NORDESTE,BAHIA,2.754,2010-10-27,2010
8993,CENTRO OESTE,MATO GROSSO DO SUL,2.707,2010-10-27,2010
8994,CENTRO OESTE,MATO GROSSO,2.795,2010-10-27,2010
8995,NORDESTE,ALAGOAS,2.68,2010-10-27,2010
8996,NORDESTE,CEARA,2.666,2010-10-27,2010
8997,NORDESTE,MARANHAO,2.581,2010-10-27,2010
8998,NORDESTE,PARAIBA,2.445,2010-10-27,2010
8999,NORDESTE,PERNAMBUCO,2.582,2010-10-27,2010
9000,NORDESTE,PIAUI,2.517,2010-10-27,2010
9001,NORDESTE,RIO GRANDE DO NORTE,2.674,2010-10-27,2010
9002,NORDESTE,SERGIPE,2.62,2010-10-27,2010
9003,NORTE,ACRE,3.004,2010-10-27,2010
9004,NORTE,AMAPA,2.799,2010-10-27,2010
9005,NORTE,AMAZONAS,2.535,2010-10-27,2010
9006,NORTE,PARA,2.763,2010-10-27,2010
9007,NORTE,RONDONIA,2.842,2010-10-27,2010
9008,NORTE,RORAIMA,2.837,2010-10-27,2010
9009,NORTE,TOCANTINS,2.815,2010-10-27,2010
9010,SUDESTE,ESPIRITO SANTO,2.709,2010-10-27,2010
9011,SUL,SANTA CATARINA,2.628,2010-10-27,2010
9012,SUL,RIO GRANDE DO SUL,2.622,2010-10-27,2010
9013,SUL,PARANA,2.546,2010-10-27,2010
9014,SUDESTE,SAO PAULO,2.488,2010-10-27,2010
9015,SUDESTE,RIO DE JANEIRO,2.638,2010-10-27,2010
9016,SUDESTE,MINAS GERAIS,2.532,2010-10-27,2010
9017,SUL,SANTA CATARINA,2.64,2010-11-03,2010
9018,SUL,RIO GRANDE DO SUL,2.62,2010-11-03,2010
9019,SUL,PARANA,2.55,2010-11-03,2010
9020,SUDESTE,RIO DE JANEIRO,2.655,2010-11-03,2010
9021,CENTRO OESTE,DISTRITO FEDERAL,2.775,2010-11-03,2010
9022,CENTRO OESTE,GOIAS,2.673,2010-11-03,2010
9023,CENTRO OESTE,MATO GROSSO,2.796,2010-11-03,2010
9024,CENTRO OESTE,MATO GROSSO DO SUL,2.683,2010-11-03,2010
9025,NORDESTE,ALAGOAS,2.717,2010-11-03,2010
9026,NORDESTE,BAHIA,2.76,2010-11-03,2010
9027,NORDESTE,CEARA,2.664,2010-11-03,2010
9028,NORDESTE,MARANHAO,2.58,2010-11-03,2010
9029,NORDESTE,PARAIBA,2.441,2010-11-03,2010
9030,NORDESTE,PERNAMBUCO,2.565,2010-11-03,2010
9031,NORDESTE,PIAUI,2.528,2010-11-03,2010
9032,NORDESTE,RIO GRANDE DO NORTE,2.678,2010-11-03,2010
9033,NORDESTE,SERGIPE,2.613,2010-11-03,2010
9034,NORTE,TOCANTINS,2.814,2010-11-03,2010
9035,NORTE,RORAIMA,2.838,2010-11-03,2010
9036,NORTE,RONDONIA,2.842,2010-11-03,2010
9037,NORTE,PARA,2.757,2010-11-03,2010
9038,NORTE,AMAZONAS,2.513,2010-11-03,2010
9039,SUDESTE,SAO PAULO,2.478,2010-11-03,2010
9040,NORTE,AMAPA,2.799,2010-11-03,2010
9041,NORTE,ACRE,3.029,2010-11-03,2010
9042,SUDESTE,MINAS GERAIS,2.532,2010-11-03,2010
9043,SUDESTE,ESPIRITO SANTO,2.741,2010-11-03,2010
9044,NORTE,TOCANTINS,2.815,2010-11-10,2010
9045,SUDESTE,ESPIRITO SANTO,2.758,2010-11-10,2010
9046,SUDESTE,MINAS GERAIS,2.533,2010-11-10,2010
9047,SUDESTE,RIO DE JANEIRO,2.645,2010-11-10,2010
9048,SUDESTE,SAO PAULO,2.475,2010-11-10,2010
9049,NORTE,RORAIMA,2.839,2010-11-10,2010
9050,SUL,PARANA,2.556,2010-11-10,2010
9051,SUL,SANTA CATARINA,2.636,2010-11-10,2010
9052,SUL,RIO GRANDE DO SUL,2.623,2010-11-10,2010
9053,NORTE,RONDONIA,2.839,2010-11-10,2010
9054,NORTE,PARA,2.748,2010-11-10,2010
9055,NORTE,AMAZONAS,2.465,2010-11-10,2010
9056,CENTRO OESTE,DISTRITO FEDERAL,2.774,2010-11-10,2010
9057,CENTRO OESTE,GOIAS,2.677,2010-11-10,2010
9058,CENTRO OESTE,MATO GROSSO,2.801,2010-11-10,2010
9059,CENTRO OESTE,MATO GROSSO DO SUL,2.685,2010-11-10,2010
9060,NORDESTE,ALAGOAS,2.713,2010-11-10,2010
9061,NORDESTE,BAHIA,2.759,2010-11-10,2010
9062,NORDESTE,CEARA,2.668,2010-11-10,2010
9063,NORDESTE,MARANHAO,2.589,2010-11-10,2010
9064,NORDESTE,PARAIBA,2.434,2010-11-10,2010
9065,NORDESTE,PERNAMBUCO,2.566,2010-11-10,2010
9066,NORDESTE,PIAUI,2.533,2010-11-10,2010
9067,NORDESTE,RIO GRANDE DO NORTE,2.675,2010-11-10,2010
9068,NORDESTE,SERGIPE,2.647,2010-11-10,2010
9069,NORTE,ACRE,3.034,2010-11-10,2010
9070,NORTE,AMAPA,2.8,2010-11-10,2010
9071,NORDESTE,CEARA,2.666,2010-11-17,2010
9072,NORDESTE,PIAUI,2.521,2010-11-17,2010
9073,NORDESTE,RIO GRANDE DO NORTE,2.678,2010-11-17,2010
9074,NORDESTE,SERGIPE,2.62,2010-11-17,2010
9075,NORTE,ACRE,3.032,2010-11-17,2010
9076,NORTE,AMAPA,2.8,2010-11-17,2010
9077,NORTE,AMAZONAS,2.448,2010-11-17,2010
9078,NORTE,PARA,2.763,2010-11-17,2010
9079,NORTE,RONDONIA,2.837,2010-11-17,2010
9080,NORTE,RORAIMA,2.84,2010-11-17,2010
9081,NORTE,TOCANTINS,2.815,2010-11-17,2010
9082,SUDESTE,ESPIRITO SANTO,2.76,2010-11-17,2010
9083,SUDESTE,MINAS GERAIS,2.536,2010-11-17,2010
9084,SUDESTE,RIO DE JANEIRO,2.647,2010-11-17,2010
9085,SUDESTE,SAO PAULO,2.492,2010-11-17,2010
9086,SUL,PARANA,2.559,2010-11-17,2010
9087,SUL,RIO GRANDE DO SUL,2.617,2010-11-17,2010
9088,SUL,SANTA CATARINA,2.639,2010-11-17,2010
9089,NORDESTE,PERNAMBUCO,2.629,2010-11-17,2010
9090,NORDESTE,PARAIBA,2.436,2010-11-17,2010
9091,NORDESTE,MARANHAO,2.578,2010-11-17,2010
9092,NORDESTE,BAHIA,2.751,2010-11-17,2010
9093,CENTRO OESTE,DISTRITO FEDERAL,2.775,2010-11-17,2010
9094,CENTRO OESTE,GOIAS,2.671,2010-11-17,2010
9095,CENTRO OESTE,MATO GROSSO,2.801,2010-11-17,2010
9096,CENTRO OESTE,MATO GROSSO DO SUL,2.7,2010-11-17,2010
9097,NORDESTE,ALAGOAS,2.683,2010-11-17,2010
9098,SUL,SANTA CATARINA,2.634,2010-11-24,2010
9099,SUL,RIO GRANDE DO SUL,2.618,2010-11-24,2010
9100,SUL,PARANA,2.575,2010-11-24,2010
9101,SUDESTE,SAO PAULO,2.483,2010-11-24,2010
9102,SUDESTE,ESPIRITO SANTO,2.756,2010-11-24,2010
9103,SUDESTE,RIO DE JANEIRO,2.661,2010-11-24,2010
9104,CENTRO OESTE,MATO GROSSO DO SUL,2.688,2010-11-24,2010
9105,NORDESTE,ALAGOAS,2.805,2010-11-24,2010
9106,NORDESTE,BAHIA,2.756,2010-11-24,2010
9107,NORDESTE,CEARA,2.669,2010-11-24,2010
9108,NORDESTE,MARANHAO,2.588,2010-11-24,2010
9109,NORDESTE,PARAIBA,2.438,2010-11-24,2010
9110,NORDESTE,PERNAMBUCO,2.651,2010-11-24,2010
9111,NORDESTE,PIAUI,2.543,2010-11-24,2010
9112,NORDESTE,RIO GRANDE DO NORTE,2.675,2010-11-24,2010
9113,NORDESTE,SERGIPE,2.602,2010-11-24,2010
9114,NORTE,ACRE,3.033,2010-11-24,2010
9115,NORTE,AMAPA,2.801,2010-11-24,2010
9116,NORTE,AMAZONAS,2.445,2010-11-24,2010
9117,NORTE,PARA,2.772,2010-11-24,2010
9118,NORTE,RONDONIA,2.837,2010-11-24,2010
9119,NORTE,RORAIMA,2.84,2010-11-24,2010
9120,NORTE,TOCANTINS,2.815,2010-11-24,2010
9121,CENTRO OESTE,DISTRITO FEDERAL,2.774,2010-11-24,2010
9122,CENTRO OESTE,GOIAS,2.67,2010-11-24,2010
9123,CENTRO OESTE,MATO GROSSO,2.806,2010-11-24,2010
9124,SUDESTE,MINAS GERAIS,2.533,2010-11-24,2010
9125,SUL,RIO GRANDE DO SUL,2.613,2010-12-01,2010
9126,SUL,PARANA,2.573,2010-12-01,2010
9127,SUDESTE,SAO PAULO,2.49,2010-12-01,2010
9128,SUDESTE,RIO DE JANEIRO,2.659,2010-12-01,2010
9129,CENTRO OESTE,DISTRITO FEDERAL,2.774,2010-12-01,2010
9130,CENTRO OESTE,GOIAS,2.671,2010-12-01,2010
9131,CENTRO OESTE,MATO GROSSO,2.804,2010-12-01,2010
9132,CENTRO OESTE,MATO GROSSO DO SUL,2.683,2010-12-01,2010
9133,NORDESTE,ALAGOAS,2.81,2010-12-01,2010
9134,NORDESTE,BAHIA,2.739,2010-12-01,2010
9135,NORDESTE,CEARA,2.665,2010-12-01,2010
9136,NORDESTE,MARANHAO,2.577,2010-12-01,2010
9137,NORDESTE,PARAIBA,2.445,2010-12-01,2010
9138,NORTE,ACRE,3.032,2010-12-01,2010
9139,NORTE,AMAPA,2.803,2010-12-01,2010
9140,NORTE,AMAZONAS,2.477,2010-12-01,2010
9141,NORTE,PARA,2.742,2010-12-01,2010
9142,NORTE,RONDONIA,2.837,2010-12-01,2010
9143,NORTE,RORAIMA,2.841,2010-12-01,2010
9144,SUDESTE,ESPIRITO SANTO,2.752,2010-12-01,2010
9145,SUDESTE,MINAS GERAIS,2.534,2010-12-01,2010
9146,NORDESTE,SERGIPE,2.641,2010-12-01,2010
9147,NORDESTE,RIO GRANDE DO NORTE,2.68,2010-12-01,2010
9148,NORDESTE,PIAUI,2.546,2010-12-01,2010
9149,NORDESTE,PERNAMBUCO,2.654,2010-12-01,2010
9150,NORTE,TOCANTINS,2.815,2010-12-01,2010
9151,SUL,SANTA CATARINA,2.622,2010-12-01,2010
9152,NORDESTE,RIO GRANDE DO NORTE,2.677,2010-12-08,2010
9153,NORDESTE,SERGIPE,2.607,2010-12-08,2010
9154,NORDESTE,PIAUI,2.566,2010-12-08,2010
9155,NORDESTE,PERNAMBUCO,2.653,2010-12-08,2010
9156,NORTE,ACRE,3.038,2010-12-08,2010
9157,NORTE,AMAPA,2.803,2010-12-08,2010
9158,NORTE,AMAZONAS,2.683,2010-12-08,2010
9159,NORTE,PARA,2.758,2010-12-08,2010
9160,NORTE,RONDONIA,2.85,2010-12-08,2010
9161,NORTE,RORAIMA,2.838,2010-12-08,2010
9162,NORTE,TOCANTINS,2.797,2010-12-08,2010
9163,SUDESTE,ESPIRITO SANTO,2.754,2010-12-08,2010
9164,SUDESTE,MINAS GERAIS,2.536,2010-12-08,2010
9165,SUDESTE,RIO DE JANEIRO,2.646,2010-12-08,2010
9166,SUDESTE,SAO PAULO,2.497,2010-12-08,2010
9167,SUL,PARANA,2.574,2010-12-08,2010
9168,SUL,RIO GRANDE DO SUL,2.613,2010-12-08,2010
9169,CENTRO OESTE,DISTRITO FEDERAL,2.774,2010-12-08,2010
9170,CENTRO OESTE,MATO GROSSO,2.807,2010-12-08,2010
9171,CENTRO OESTE,MATO GROSSO DO SUL,2.692,2010-12-08,2010
9172,NORDESTE,ALAGOAS,2.795,2010-12-08,2010
9173,NORDESTE,CEARA,2.667,2010-12-08,2010
9174,NORDESTE,MARANHAO,2.558,2010-12-08,2010
9175,NORDESTE,PARAIBA,2.442,2010-12-08,2010
9176,CENTRO OESTE,GOIAS,2.669,2010-12-08,2010
9177,SUL,SANTA CATARINA,2.631,2010-12-08,2010
9178,NORDESTE,BAHIA,2.733,2010-12-08,2010
9179,CENTRO OESTE,MATO GROSSO DO SUL,2.687,2010-12-15,2010
9180,NORTE,ACRE,3.035,2010-12-15,2010
9181,CENTRO OESTE,GOIAS,2.674,2010-12-15,2010
9182,NORTE,AMAPA,2.803,2010-12-15,2010
9183,NORTE,AMAZONAS,2.711,2010-12-15,2010
9184,NORTE,PARA,2.748,2010-12-15,2010
9185,NORTE,RONDONIA,2.849,2010-12-15,2010
9186,NORTE,RORAIMA,2.837,2010-12-15,2010
9187,NORTE,TOCANTINS,2.797,2010-12-15,2010
9188,SUDESTE,ESPIRITO SANTO,2.755,2010-12-15,2010
9189,SUDESTE,MINAS GERAIS,2.544,2010-12-15,2010
9190,SUDESTE,RIO DE JANEIRO,2.671,2010-12-15,2010
9191,SUDESTE,SAO PAULO,2.497,2010-12-15,2010
9192,CENTRO OESTE,DISTRITO FEDERAL,2.774,2010-12-15,2010
9193,SUL,PARANA,2.588,2010-12-15,2010
9194,SUL,SANTA CATARINA,2.63,2010-12-15,2010
9195,NORDESTE,RIO GRANDE DO NORTE,2.676,2010-12-15,2010
9196,NORDESTE,PIAUI,2.588,2010-12-15,2010
9197,NORDESTE,PERNAMBUCO,2.662,2010-12-15,2010
9198,NORDESTE,PARAIBA,2.441,2010-12-15,2010
9199,NORDESTE,MARANHAO,2.548,2010-12-15,2010
9200,NORDESTE,CEARA,2.667,2010-12-15,2010
9201,NORDESTE,BAHIA,2.73,2010-12-15,2010
9202,NORDESTE,ALAGOAS,2.805,2010-12-15,2010
9203,CENTRO OESTE,MATO GROSSO,2.806,2010-12-15,2010
9204,SUL,RIO GRANDE DO SUL,2.61,2010-12-15,2010
9205,NORDESTE,SERGIPE,2.587,2010-12-15,2010
9206,CENTRO OESTE,GOIAS,2.679,2010-12-22,2010
9207,SUL,SANTA CATARINA,2.636,2010-12-22,2010
9208,SUL,RIO GRANDE DO SUL,2.609,2010-12-22,2010
9209,SUL,PARANA,2.592,2010-12-22,2010
9210,SUDESTE,SAO PAULO,2.494,2010-12-22,2010
9211,SUDESTE,RIO DE JANEIRO,2.66,2010-12-22,2010
9212,SUDESTE,MINAS GERAIS,2.557,2010-12-22,2010
9213,CENTRO OESTE,DISTRITO FEDERAL,2.774,2010-12-22,2010
9214,SUDESTE,ESPIRITO SANTO,2.754,2010-12-22,2010
9215,NORTE,TOCANTINS,2.797,2010-12-22,2010
9216,NORTE,RONDONIA,2.849,2010-12-22,2010
9217,NORDESTE,PARAIBA,2.437,2010-12-22,2010
9218,NORDESTE,PERNAMBUCO,2.661,2010-12-22,2010
9219,NORDESTE,PIAUI,2.6,2010-12-22,2010
9220,NORDESTE,RIO GRANDE DO NORTE,2.674,2010-12-22,2010
9221,NORTE,RORAIMA,2.839,2010-12-22,2010
9222,NORDESTE,MARANHAO,2.524,2010-12-22,2010
9223,NORDESTE,CEARA,2.669,2010-12-22,2010
9224,NORDESTE,SERGIPE,2.638,2010-12-22,2010
9225,NORDESTE,ALAGOAS,2.801,2010-12-22,2010
9226,NORDESTE,BAHIA,2.726,2010-12-22,2010
9227,NORTE,AMAZONAS,2.704,2010-12-22,2010
9228,NORTE,AMAPA,2.803,2010-12-22,2010
9229,NORTE,ACRE,3.04,2010-12-22,2010
9230,NORTE,PARA,2.751,2010-12-22,2010
9231,CENTRO OESTE,MATO GROSSO DO SUL,2.675,2010-12-22,2010
9232,CENTRO OESTE,MATO GROSSO,2.805,2010-12-22,2010
9233,NORDESTE,PERNAMBUCO,2.659,2010-12-29,2010
9234,NORDESTE,PIAUI,2.656,2010-12-29,2010
9235,SUL,PARANA,2.588,2010-12-29,2010
9236,SUL,RIO GRANDE DO SUL,2.611,2010-12-29,2010
9237,SUL,SANTA CATARINA,2.648,2010-12-29,2010
9238,CENTRO OESTE,GOIAS,2.68,2010-12-29,2010
9239,CENTRO OESTE,MATO GROSSO,2.804,2010-12-29,2010
9240,CENTRO OESTE,MATO GROSSO DO SUL,2.696,2010-12-29,2010
9241,NORDESTE,ALAGOAS,2.788,2010-12-29,2010
9242,NORDESTE,BAHIA,2.73,2010-12-29,2010
9243,NORDESTE,CEARA,2.666,2010-12-29,2010
9244,NORDESTE,MARANHAO,2.531,2010-12-29,2010
9245,NORDESTE,PARAIBA,2.436,2010-12-29,2010
9246,CENTRO OESTE,DISTRITO FEDERAL,2.774,2010-12-29,2010
9247,SUDESTE,RIO DE JANEIRO,2.669,2010-12-29,2010
9248,SUDESTE,SAO PAULO,2.51,2010-12-29,2010
9249,SUDESTE,ESPIRITO SANTO,2.752,2010-12-29,2010
9250,SUDESTE,MINAS GERAIS,2.559,2010-12-29,2010
9251,NORTE,TOCANTINS,2.797,2010-12-29,2010
9252,NORTE,RORAIMA,2.837,2010-12-29,2010
9253,NORTE,RONDONIA,2.85,2010-12-29,2010
9254,NORTE,PARA,2.754,2010-12-29,2010
9255,NORTE,AMAZONAS,2.71,2010-12-29,2010
9256,NORTE,AMAPA,2.803,2010-12-29,2010
9257,NORTE,ACRE,3.042,2010-12-29,2010
9258,NORDESTE,SERGIPE,2.613,2010-12-29,2010
9259,NORDESTE,RIO GRANDE DO NORTE,2.685,2010-12-29,2010
9260,NORDESTE,MARANHAO,2.53,2011-01-05,2011
9261,NORDESTE,PARAIBA,2.448,2011-01-05,2011
9262,NORDESTE,PERNAMBUCO,2.655,2011-01-05,2011
9263,NORDESTE,PIAUI,2.644,2011-01-05,2011
9264,NORDESTE,RIO GRANDE DO NORTE,2.674,2011-01-05,2011
9265,NORDESTE,SERGIPE,2.577,2011-01-05,2011
9266,NORTE,ACRE,3.036,2011-01-05,2011
9267,NORTE,AMAPA,2.8,2011-01-05,2011
9268,NORTE,AMAZONAS,2.716,2011-01-05,2011
9269,NORDESTE,CEARA,2.667,2011-01-05,2011
9270,NORTE,PARA,2.754,2011-01-05,2011
9271,NORTE,RORAIMA,2.838,2011-01-05,2011
9272,NORTE,TOCANTINS,2.798,2011-01-05,2011
9273,SUDESTE,ESPIRITO SANTO,2.755,2011-01-05,2011
9274,SUDESTE,MINAS GERAIS,2.566,2011-01-05,2011
9275,SUDESTE,RIO DE JANEIRO,2.674,2011-01-05,2011
9276,SUDESTE,SAO PAULO,2.512,2011-01-05,2011
9277,SUL,PARANA,2.59,2011-01-05,2011
9278,SUL,RIO GRANDE DO SUL,2.611,2011-01-05,2011
9279,SUL,SANTA CATARINA,2.635,2011-01-05,2011
9280,NORTE,RONDONIA,2.849,2011-01-05,2011
9281,NORDESTE,BAHIA,2.746,2011-01-05,2011
9282,NORDESTE,ALAGOAS,2.805,2011-01-05,2011
9283,CENTRO OESTE,MATO GROSSO DO SUL,2.678,2011-01-05,2011
9284,CENTRO OESTE,DISTRITO FEDERAL,2.774,2011-01-05,2011
9285,CENTRO OESTE,GOIAS,2.686,2011-01-05,2011
9286,CENTRO OESTE,MATO GROSSO,2.806,2011-01-05,2011
9287,SUL,SANTA CATARINA,2.627,2011-01-12,2011
9288,NORTE,RORAIMA,2.839,2011-01-12,2011
9289,SUL,PARANA,2.593,2011-01-12,2011
9290,CENTRO OESTE,DISTRITO FEDERAL,2.774,2011-01-12,2011
9291,CENTRO OESTE,GOIAS,2.689,2011-01-12,2011
9292,CENTRO OESTE,MATO GROSSO,2.888,2011-01-12,2011
9293,CENTRO OESTE,MATO GROSSO DO SUL,2.674,2011-01-12,2011
9294,NORDESTE,ALAGOAS,2.808,2011-01-12,2011
9295,NORDESTE,BAHIA,2.731,2011-01-12,2011
9296,NORDESTE,CEARA,2.666,2011-01-12,2011
9297,NORDESTE,MARANHAO,2.532,2011-01-12,2011
9298,SUL,RIO GRANDE DO SUL,2.607,2011-01-12,2011
9299,NORDESTE,PERNAMBUCO,2.651,2011-01-12,2011
9300,NORDESTE,RIO GRANDE DO NORTE,2.677,2011-01-12,2011
9301,NORDESTE,SERGIPE,2.577,2011-01-12,2011
9302,NORTE,ACRE,3.023,2011-01-12,2011
9303,NORTE,AMAPA,2.8,2011-01-12,2011
9304,NORTE,AMAZONAS,2.701,2011-01-12,2011
9305,NORTE,PARA,2.754,2011-01-12,2011
9306,NORTE,RONDONIA,2.849,2011-01-12,2011
9307,NORTE,TOCANTINS,2.798,2011-01-12,2011
9308,SUDESTE,ESPIRITO SANTO,2.754,2011-01-12,2011
9309,SUDESTE,MINAS GERAIS,2.583,2011-01-12,2011
9310,SUDESTE,RIO DE JANEIRO,2.68,2011-01-12,2011
9311,SUDESTE,SAO PAULO,2.505,2011-01-12,2011
9312,NORDESTE,PIAUI,2.64,2011-01-12,2011
9313,NORDESTE,PARAIBA,2.444,2011-01-12,2011
9314,NORTE,TOCANTINS,2.801,2011-01-19,2011
